,NPV,Break_Even,IRR,Cust_Contb,CLV,Tot_CLV,EV,MKTSH,Margin,Teach_Req,Teach_No_Req,Signup_Init,Signup_CAGR,Ret_Init,Ret_CAGR,User_Price,Class_Buy,Class_Buy_CAGR,Class_Per,Class_Price,Sponsor_Per,Sponsor_Price,Web_Dev,Web_Maint,Content_Dev,New_Courses,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Inst_Cost,Compute,Bandwidth,Staff_Salary,Ad_State,Ad_User,Legal,Admin,Payment_Proc,Misc,Bus_Dev_A,Bus_Dev_R
566.00,286094.89,4.00,565.00,535.68,1230.44,2128599.16,8390687.38,0.04,0.82,3.00,1.30,0.0025,0.83,0.32,0.08,43.37,0.42,0.10,8.00,134.00,1.00,107306.00,68100.00,0.14,52554.00,5.00,3000.00,51.00,0.25,4919.00,17.00,0.34,13.00,14716.00,1.63,0.73,97876.00,6634.00,5.32,3738.00,7356.00,0.05,4696.00,0.31,0.13
567.00,-494618.92,4.00,566.00,131.63,492.22,641394.16,326240.64,0.03,0.85,3.50,0.90,0.0026,0.62,0.22,0.05,44.57,0.49,0.09,1.00,128.73,1.00,115605.00,48408.00,0.18,21200.00,5.00,3286.00,47.00,0.27,5691.00,15.00,0.53,27.00,13237.00,3.15,0.85,97459.00,6933.00,4.42,4897.00,6260.00,0.05,5804.00,0.19,0.09
568.00,-329337.99,4.00,567.00,211.06,554.05,815125.88,2356602.02,0.03,0.78,2.70,1.50,0.0025,0.73,0.28,0.08,49.55,0.32,0.11,5.00,157.37,1.00,86458.00,30254.00,0.12,38834.00,3.00,2554.00,46.00,0.19,5983.00,12.00,0.43,12.00,14080.00,1.97,0.75,115117.00,5492.00,3.75,4991.00,6812.00,0.05,5218.00,0.16,0.08
569.00,-157068.93,4.00,568.00,369.73,1689.90,2307480.25,4043828.76,0.03,0.86,3.00,1.20,0.0027,0.61,0.18,0.05,53.53,0.61,0.12,3.00,148.81,1.00,95585.00,62184.00,0.13,53096.00,5.00,2527.00,45.00,0.28,4021.00,11.00,0.54,15.00,13396.00,3.27,0.95,101835.00,6072.00,1.27,6349.00,5887.00,0.04,4417.00,0.35,0.11
570.00,220322.77,4.00,569.00,525.24,1464.27,2229134.84,7596446.53,0.04,0.89,2.40,1.20,0.0025,0.82,0.22,0.13,49.38,0.54,0.10,6.00,144.76,1.00,73084.00,60007.00,0.17,36546.00,3.00,693.00,46.00,0.27,4292.00,11.00,0.62,22.00,14040.00,2.44,0.81,110533.00,6712.00,-0.08,5737.00,5870.00,0.05,4995.00,0.25,0.11
571.00,-644101.97,9.00,570.00,-9.35,-53.20,-94329.46,-1315421.93,0.04,0.80,3.50,1.20,0.0025,0.71,0.12,0.10,48.68,0.47,0.11,0.00,149.46,1.00,71132.00,26396.00,0.13,46983.00,3.00,2016.00,57.00,0.28,5049.00,9.00,0.40,22.00,17881.00,2.47,0.72,82024.00,5857.00,3.59,6141.00,5797.00,0.05,5761.00,0.30,0.09
572.00,-465021.40,4.00,571.00,148.50,390.12,711295.81,1577976.07,0.04,0.73,2.30,1.50,0.0026,0.86,0.26,0.10,60.57,0.54,0.10,2.00,157.02,1.00,86464.00,76876.00,0.16,47137.00,4.00,3343.00,34.00,0.23,5353.00,7.00,0.44,21.00,14390.00,2.99,0.75,99300.00,5647.00,9.19,4910.00,6480.00,0.05,6170.00,0.22,0.08
573.00,-241487.33,4.00,572.00,346.78,816.24,995425.96,3356720.34,0.03,0.85,2.70,1.60,0.0025,0.64,0.27,0.12,42.58,0.43,0.11,6.00,141.25,1.00,77288.00,52573.00,0.17,51681.00,4.00,2411.00,51.00,0.24,4536.00,8.00,0.44,28.00,13722.00,2.97,0.60,110023.00,5911.00,8.36,5567.00,5756.00,0.05,4314.00,0.16,0.11
574.00,829385.56,3.00,573.00,735.36,1557.77,2636826.85,11876055.62,0.03,0.90,3.60,1.40,0.0025,0.76,0.30,0.12,48.42,0.54,0.10,5.00,186.14,1.00,116991.00,61020.00,0.16,52984.00,5.00,2913.00,53.00,0.24,4814.00,13.00,0.63,14.00,13617.00,1.87,0.78,83771.00,6714.00,5.71,4655.00,5736.00,0.04,4546.00,0.19,0.15
575.00,301713.67,4.00,574.00,370.85,1489.04,3577643.40,8263488.73,0.05,0.75,4.00,1.00,0.0026,0.86,0.19,0.07,52.70,0.68,0.11,3.00,163.20,1.00,102877.00,41688.00,0.16,45223.00,3.00,3276.00,47.00,0.21,4849.00,8.00,0.44,14.00,15346.00,2.17,0.83,92454.00,5983.00,6.69,5453.00,6060.00,0.05,6520.00,0.25,0.11
576.00,-403726.72,4.00,575.00,109.75,278.17,480163.75,759031.52,0.04,0.79,3.30,1.20,0.0025,0.80,0.29,0.08,40.76,0.38,0.13,1.00,137.75,1.00,111602.00,38430.00,0.19,43371.00,5.00,2382.00,48.00,0.28,5712.00,8.00,0.51,16.00,14618.00,2.78,0.71,84431.00,5976.00,2.56,5551.00,5503.00,0.05,5346.00,0.22,0.06
577.00,112131.77,3.00,576.00,583.13,1235.29,1297117.82,5025748.12,0.02,0.90,2.90,1.40,0.0026,0.58,0.30,0.12,54.77,0.57,0.11,4.00,148.23,1.00,118577.00,68569.00,0.13,52289.00,4.00,3096.00,48.00,0.25,4700.00,12.00,0.57,24.00,15942.00,2.47,0.84,87787.00,5887.00,11.33,5551.00,5791.00,0.05,4320.00,0.31,0.11
578.00,146116.56,3.00,577.00,717.32,1912.81,1465387.82,4419345.25,0.02,0.89,2.40,0.80,0.0026,0.55,0.23,0.13,50.95,0.48,0.09,5.00,147.53,1.00,141607.00,48267.00,0.18,36655.00,3.00,3506.00,47.00,0.21,5925.00,16.00,0.53,14.00,14918.00,1.79,0.89,79917.00,6321.00,4.08,5399.00,6371.00,0.05,6982.00,0.21,0.10
579.00,157355.83,4.00,578.00,393.22,927.58,2103083.63,8562296.69,0.05,0.75,3.50,1.20,0.0025,0.93,0.26,0.13,48.11,0.56,0.13,5.00,132.82,1.00,53597.00,64587.00,0.14,48116.00,4.00,2525.00,42.00,0.21,5357.00,7.00,0.61,16.00,14814.00,2.22,0.85,80971.00,5858.00,9.15,6152.00,6915.00,0.05,4882.00,0.25,0.08
580.00,-463342.38,4.00,579.00,185.27,455.95,620682.97,1490564.45,0.03,0.66,3.60,1.40,0.0027,0.60,0.31,0.07,45.36,0.62,0.10,4.00,120.87,1.00,68987.00,58706.00,0.18,61429.00,4.00,1648.00,37.00,0.29,5001.00,13.00,0.30,11.00,14860.00,3.07,0.63,87777.00,6068.00,9.79,5230.00,6441.00,0.05,5848.00,0.25,0.10
581.00,-646024.43,9.00,580.00,24.37,64.02,37540.29,-1094327.00,0.01,0.89,3.00,1.00,0.0025,0.36,0.26,0.10,45.35,0.56,0.11,1.00,145.80,1.00,90701.00,37778.00,0.14,32192.00,3.00,1094.00,54.00,0.24,5509.00,12.00,0.44,25.00,13036.00,2.60,0.65,106251.00,6450.00,4.86,5441.00,7477.00,0.05,4429.00,0.22,0.11
582.00,995050.66,3.00,581.00,669.09,1763.00,4042148.85,15453735.98,0.06,0.85,2.30,1.30,0.0026,1.02,0.25,0.11,54.08,0.53,0.11,6.00,171.39,1.00,76594.00,95517.00,0.14,50572.00,3.00,2999.00,49.00,0.28,4677.00,9.00,0.50,19.00,16089.00,2.44,0.78,97905.00,5581.00,6.43,5020.00,6131.00,0.04,6034.00,0.24,0.13
583.00,-173304.93,4.00,582.00,214.77,442.11,957926.12,3536473.60,0.04,0.85,3.90,1.50,0.0025,0.85,0.32,0.11,45.33,0.62,0.08,2.00,146.68,1.00,105826.00,29213.00,0.09,32910.00,6.00,1727.00,54.00,0.31,4340.00,8.00,0.51,19.00,14516.00,2.41,0.83,111233.00,6395.00,6.30,4377.00,5614.00,0.05,5146.00,0.27,0.12
584.00,48306.32,4.00,583.00,508.12,1508.93,1635277.29,4658691.64,0.02,0.86,3.10,1.60,0.0025,0.52,0.23,0.10,41.99,0.60,0.06,5.00,148.14,1.00,90124.00,69966.00,0.16,30794.00,6.00,2187.00,41.00,0.21,5338.00,8.00,0.69,22.00,16156.00,1.88,0.77,80014.00,7054.00,5.70,5682.00,6624.00,0.04,4153.00,0.17,0.09
585.00,-863858.24,9.00,584.00,-31.25,-124.11,-163702.91,-1485586.29,0.02,0.75,3.50,1.80,0.0025,0.52,0.16,0.12,46.91,0.27,0.09,4.00,120.43,1.00,28720.00,65834.00,0.15,42657.00,3.00,3081.00,49.00,0.25,4580.00,9.00,0.60,22.00,13917.00,1.60,0.65,88937.00,6532.00,5.33,4703.00,5443.00,0.05,4268.00,0.20,0.08
586.00,578585.29,3.00,585.00,611.89,1919.40,3048918.74,9323963.64,0.04,0.89,3.00,1.20,0.0025,0.76,0.21,0.11,40.38,0.36,0.09,8.00,182.54,1.00,90576.00,23673.00,0.15,61284.00,5.00,2610.00,53.00,0.28,4770.00,15.00,0.39,20.00,13692.00,1.80,0.74,104925.00,5832.00,5.29,4041.00,5956.00,0.05,5282.00,0.25,0.10
587.00,309035.76,4.00,586.00,434.22,1140.69,2035803.78,7259593.51,0.03,0.83,3.90,1.40,0.0024,0.75,0.26,0.10,53.97,0.50,0.08,6.00,135.15,1.00,81541.00,40854.00,0.12,43109.00,4.00,2916.00,60.00,0.17,5186.00,17.00,0.44,14.00,13785.00,2.76,0.88,90011.00,5919.00,3.79,5866.00,6505.00,0.05,5145.00,0.22,0.10
588.00,-160859.53,4.00,587.00,457.26,1673.40,1553318.13,2993548.54,0.03,0.87,2.10,0.90,0.0025,0.64,0.18,0.11,47.45,0.54,0.11,3.00,155.32,1.00,127720.00,64080.00,0.14,38674.00,4.00,2978.00,41.00,0.22,5876.00,8.00,0.57,27.00,14976.00,1.93,0.59,94055.00,6791.00,5.02,4895.00,6586.00,0.05,4680.00,0.28,0.09
589.00,-35311.70,4.00,588.00,260.78,920.73,2089988.75,5199613.46,0.05,0.72,3.40,0.90,0.0026,0.92,0.18,0.12,56.31,0.55,0.11,4.00,127.70,1.00,93064.00,27226.00,0.09,28814.00,5.00,1684.00,41.00,0.22,4972.00,6.00,0.40,23.00,14664.00,1.69,0.68,111819.00,6691.00,3.94,5348.00,6155.00,0.05,4647.00,0.25,0.08
590.00,229064.92,4.00,589.00,371.87,1053.76,1982485.06,5802448.66,0.04,0.86,3.40,1.40,0.0025,0.79,0.25,0.09,47.31,0.46,0.08,3.00,165.93,1.00,143362.00,55402.00,0.13,36209.00,4.00,2695.00,54.00,0.28,5029.00,10.00,0.41,18.00,15765.00,2.45,0.74,87978.00,6317.00,11.64,6748.00,6026.00,0.06,4807.00,0.28,0.10
591.00,-397449.35,4.00,590.00,409.63,837.44,451314.41,1072142.91,0.01,0.84,3.70,1.10,0.0025,0.30,0.30,0.13,56.81,0.45,0.09,5.00,169.09,1.00,99965.00,56885.00,0.12,18371.00,3.00,2591.00,53.00,0.21,5569.00,8.00,0.50,11.00,16794.00,1.94,0.87,100105.00,6263.00,8.45,4825.00,4804.00,0.06,4337.00,0.32,0.07
592.00,-819033.67,9.00,591.00,-36.13,-73.77,-73722.72,-1747869.52,0.02,0.78,3.90,1.00,0.0026,0.53,0.28,0.15,48.33,0.48,0.08,1.00,91.28,1.00,70623.00,82672.00,0.17,30235.00,4.00,2101.00,61.00,0.10,4575.00,11.00,0.64,32.00,14808.00,1.79,0.72,89899.00,6020.00,2.29,3946.00,6776.00,0.05,4794.00,0.34,0.11
593.00,-410317.53,4.00,592.00,205.12,449.51,582694.85,1387083.14,0.03,0.83,3.90,1.10,0.0024,0.66,0.29,0.12,49.66,0.41,0.11,3.00,137.61,1.00,104568.00,53858.00,0.14,19244.00,4.00,2949.00,37.00,0.23,4027.00,6.00,0.58,19.00,13315.00,1.62,0.56,108645.00,6313.00,6.68,6285.00,5472.00,0.05,6576.00,0.23,0.12
594.00,159953.71,4.00,593.00,450.07,888.25,1483756.86,6840776.22,0.04,0.81,2.50,1.40,0.0025,0.87,0.30,0.14,40.39,0.66,0.11,4.00,138.68,1.00,83186.00,79329.00,0.20,47858.00,2.00,2341.00,49.00,0.21,4785.00,12.00,0.48,13.00,13950.00,2.44,0.64,74709.00,6250.00,7.76,5842.00,5772.00,0.04,5806.00,0.21,0.11
595.00,754969.33,3.00,594.00,473.85,1076.36,2796954.63,11949356.63,0.05,0.85,3.70,1.40,0.0025,0.96,0.27,0.13,50.19,0.54,0.11,5.00,129.41,1.00,115341.00,55555.00,0.14,32555.00,3.00,3375.00,57.00,0.23,4378.00,11.00,0.58,17.00,14855.00,2.23,0.83,94395.00,5785.00,4.35,5842.00,6825.00,0.06,5431.00,0.32,0.09
596.00,-587420.94,9.00,595.00,51.54,142.41,225104.86,-695109.79,0.04,0.87,2.50,1.20,0.0024,0.85,0.23,0.12,56.99,0.37,0.09,0.00,150.47,1.00,97468.00,44337.00,0.15,36732.00,3.00,3323.00,50.00,0.31,4706.00,9.00,0.75,22.00,15802.00,2.94,0.72,91331.00,7451.00,3.66,6409.00,5899.00,0.06,5182.00,0.20,0.15
597.00,-391969.88,4.00,596.00,313.62,501.86,357263.01,1183612.84,0.02,0.85,2.60,1.10,0.0025,0.55,0.37,0.14,52.97,0.47,0.07,5.00,169.60,1.00,75363.00,47961.00,0.16,29775.00,5.00,2771.00,48.00,0.31,4761.00,10.00,0.46,15.00,14626.00,3.34,0.64,100342.00,6137.00,3.34,5197.00,4717.00,0.05,5455.00,0.24,0.10
598.00,-232063.29,4.00,597.00,298.01,814.17,830767.81,2312141.99,0.02,0.85,3.20,1.00,0.0027,0.54,0.25,0.10,60.05,0.47,0.12,5.00,128.81,1.00,64258.00,12203.00,0.17,31549.00,5.00,756.00,46.00,0.27,4406.00,11.00,0.52,20.00,15407.00,1.92,0.81,97971.00,6830.00,3.32,6619.00,5942.00,0.04,4085.00,0.17,0.10
599.00,1105502.37,3.00,598.00,865.24,2739.29,4866503.03,15349555.57,0.04,0.81,3.70,1.20,0.0026,0.73,0.27,0.04,60.72,0.71,0.10,6.00,158.18,1.00,131133.00,43838.00,0.13,37917.00,5.00,3027.00,48.00,0.22,4974.00,11.00,0.54,9.00,15017.00,1.92,0.68,76620.00,6536.00,6.10,5348.00,6507.00,0.05,5297.00,0.19,0.08
600.00,-755654.39,9.00,599.00,-6.80,-22.56,-16286.61,-1068142.49,0.02,0.84,2.80,0.80,0.0026,0.45,0.23,0.07,43.16,0.39,0.09,5.00,129.35,1.00,46091.00,72338.00,0.17,52904.00,5.00,1425.00,48.00,0.27,5510.00,9.00,0.50,22.00,14271.00,2.64,0.72,102625.00,5496.00,7.49,3832.00,5399.00,0.05,4788.00,0.20,0.09
601.00,414406.36,4.00,600.00,454.77,1114.24,2020532.29,7609521.28,0.03,0.74,3.70,1.60,0.0025,0.74,0.30,0.08,46.62,0.50,0.06,6.00,164.57,1.00,98386.00,35636.00,0.20,44576.00,4.00,2211.00,65.00,0.20,5781.00,5.00,0.40,22.00,15504.00,2.08,0.70,77211.00,5680.00,2.94,5082.00,6746.00,0.05,5065.00,0.31,0.11
602.00,-539882.36,5.00,601.00,131.11,301.17,500233.97,1091573.63,0.04,0.71,2.90,1.00,0.0025,0.87,0.32,0.08,39.03,0.52,0.12,3.00,125.19,1.00,78993.00,58675.00,0.11,42595.00,5.00,2668.00,45.00,0.20,5265.00,12.00,0.44,11.00,14396.00,3.32,0.91,105057.00,5964.00,6.40,5538.00,5835.00,0.05,5373.00,0.16,0.11
603.00,458615.03,3.00,602.00,1040.95,2696.40,2179102.78,7482995.35,0.02,0.91,2.90,1.20,0.0024,0.50,0.33,0.04,54.28,0.59,0.11,6.00,175.46,1.00,122728.00,48050.00,0.13,53695.00,5.00,1199.00,46.00,0.23,5028.00,11.00,0.58,21.00,14911.00,2.50,0.59,80752.00,5595.00,7.73,4403.00,4452.00,0.05,4914.00,0.38,0.14
604.00,-451296.26,5.00,603.00,156.77,290.06,276620.56,317514.17,0.03,0.86,1.70,1.10,0.0025,0.76,0.32,0.14,57.64,0.84,0.11,1.00,146.22,1.00,86712.00,18664.00,0.17,47824.00,4.00,2792.00,48.00,0.27,4553.00,9.00,0.62,18.00,14655.00,1.27,0.76,90750.00,6291.00,7.25,5243.00,5557.00,0.04,4677.00,0.17,0.12
605.00,194339.10,4.00,604.00,597.59,1236.85,1180246.64,5119546.38,0.02,0.87,3.80,1.30,0.0025,0.50,0.33,0.10,47.44,0.54,0.14,6.00,134.35,1.00,96171.00,36268.00,0.09,53674.00,3.00,1096.00,43.00,0.26,5303.00,18.00,0.36,20.00,13680.00,2.47,0.90,99844.00,5906.00,9.07,5750.00,5894.00,0.05,4980.00,0.22,0.07
606.00,-180434.79,4.00,605.00,402.30,850.81,701052.52,2139513.08,0.02,0.88,2.70,1.00,0.0026,0.55,0.29,0.13,44.01,0.46,0.08,3.00,141.33,1.00,114718.00,55239.00,0.19,26897.00,5.00,2552.00,39.00,0.29,4995.00,9.00,0.65,18.00,14427.00,2.07,0.80,74426.00,5813.00,4.05,5033.00,7536.00,0.05,5865.00,0.23,0.10
607.00,-282636.50,4.00,606.00,244.13,893.41,2146638.01,5042191.47,0.06,0.57,2.80,1.00,0.0024,1.05,0.18,0.11,53.00,0.42,0.10,6.00,135.62,1.00,91284.00,83294.00,0.14,39349.00,4.00,3460.00,55.00,0.24,4797.00,2.00,0.53,21.00,13939.00,2.79,0.64,85950.00,5192.00,6.26,5229.00,6542.00,0.05,5184.00,0.23,0.10
608.00,1806245.14,3.00,607.00,736.08,2285.25,6250914.13,21020243.12,0.06,0.87,3.70,1.00,0.0025,1.01,0.22,0.10,50.16,0.53,0.10,7.00,166.72,1.00,53289.00,36956.00,0.16,43896.00,3.00,595.00,59.00,0.22,5713.00,8.00,0.60,26.00,14951.00,2.33,0.82,85953.00,5566.00,5.22,5087.00,5971.00,0.05,5497.00,0.39,0.10
609.00,-367394.00,4.00,608.00,368.66,1018.64,906481.89,2191432.01,0.03,0.79,2.20,1.00,0.0025,0.62,0.23,0.12,52.57,0.55,0.12,5.00,113.32,1.00,111756.00,70115.00,0.13,51845.00,3.00,3279.00,42.00,0.27,4885.00,5.00,0.53,16.00,13518.00,2.70,0.82,107752.00,6134.00,7.15,4615.00,5578.00,0.04,5190.00,0.19,0.10
610.00,-794869.76,9.00,609.00,-72.38,-204.07,-363723.61,-2822330.05,0.04,0.80,3.20,1.40,0.0025,0.78,0.21,0.14,45.24,0.41,0.08,-1.00,190.58,1.00,104083.00,68725.00,0.13,35525.00,6.00,791.00,70.00,0.20,4768.00,12.00,0.51,26.00,15279.00,2.95,0.70,97643.00,5702.00,4.61,4934.00,6093.00,0.05,5607.00,0.28,0.09
611.00,352786.42,3.00,610.00,484.00,1275.31,1793414.09,6036139.11,0.03,0.84,2.90,1.70,0.0025,0.66,0.25,0.11,63.45,0.42,0.11,5.00,148.69,1.00,117392.00,32106.00,0.14,39418.00,4.00,2057.00,59.00,0.22,4938.00,9.00,0.39,21.00,14916.00,2.43,0.60,79823.00,5550.00,4.15,4878.00,5536.00,0.05,3949.00,0.32,0.08
612.00,-407870.38,4.00,611.00,156.04,319.17,484252.54,1306170.35,0.04,0.80,2.70,1.30,0.0025,0.81,0.27,0.16,44.64,0.29,0.10,3.00,165.88,1.00,96786.00,57789.00,0.13,42955.00,2.00,1702.00,45.00,0.18,5279.00,11.00,0.62,21.00,15157.00,2.84,0.69,100507.00,5846.00,3.40,4599.00,5976.00,0.04,4138.00,0.32,0.08
613.00,-628136.58,9.00,612.00,37.79,95.77,116523.14,-651812.66,0.03,0.81,2.90,1.20,0.0026,0.65,0.29,0.08,49.46,0.64,0.10,1.00,128.43,1.00,62740.00,38760.00,0.15,47522.00,4.00,1693.00,63.00,0.26,5056.00,5.00,0.64,24.00,14489.00,1.48,0.81,82937.00,6075.00,4.66,5043.00,5887.00,0.05,5872.00,0.34,0.08
614.00,77095.95,4.00,613.00,799.46,2532.98,1924473.05,5191580.34,0.02,0.88,3.00,1.30,0.0023,0.44,0.25,0.06,58.17,0.54,0.12,8.00,140.92,1.00,84503.00,76948.00,0.20,19126.00,5.00,3729.00,45.00,0.29,5231.00,13.00,0.59,14.00,15959.00,2.26,0.57,89404.00,6029.00,4.67,4966.00,6037.00,0.05,5628.00,0.30,0.09
615.00,-321975.73,4.00,614.00,187.28,616.27,1231211.85,2844235.20,0.05,0.65,3.10,1.00,0.0025,0.90,0.27,0.03,45.47,0.52,0.09,3.00,171.14,1.00,71887.00,44688.00,0.19,35759.00,4.00,2603.00,51.00,0.23,4908.00,4.00,0.41,19.00,16733.00,1.67,0.88,88027.00,5871.00,4.29,4511.00,5825.00,0.05,4499.00,0.28,0.10
616.00,-603340.10,9.00,615.00,4.54,11.91,11401.44,-1108131.12,0.03,0.88,2.60,1.10,0.0026,0.58,0.27,0.09,53.01,0.57,0.10,0.00,157.94,1.00,84568.00,41177.00,0.11,35754.00,4.00,3198.00,41.00,0.35,4718.00,8.00,0.35,15.00,15602.00,2.82,0.85,94583.00,5239.00,4.99,4665.00,5581.00,0.05,5073.00,0.22,0.09
617.00,-479056.49,5.00,616.00,151.28,474.53,563792.75,605939.58,0.03,0.85,3.50,1.20,0.0024,0.59,0.21,0.11,41.79,0.63,0.12,1.00,156.48,1.00,95998.00,65010.00,0.19,38215.00,3.00,3130.00,58.00,0.25,5166.00,8.00,0.53,15.00,15358.00,2.48,0.75,90555.00,6409.00,8.77,6216.00,5461.00,0.05,4438.00,0.17,0.09
618.00,-212694.94,4.00,617.00,218.94,705.02,1267436.32,3029850.62,0.03,0.87,3.70,1.60,0.0024,0.72,0.22,0.09,52.24,0.35,0.09,4.00,152.06,1.00,79051.00,48040.00,0.11,25159.00,5.00,1866.00,59.00,0.31,4418.00,12.00,0.50,23.00,14849.00,2.42,0.70,104104.00,5944.00,4.44,6207.00,5607.00,0.06,4254.00,0.21,0.12
619.00,82306.94,4.00,618.00,479.07,1923.59,2494856.65,5684702.13,0.03,0.82,2.80,1.00,0.0027,0.65,0.19,0.07,39.31,0.57,0.10,6.00,156.00,1.00,56979.00,51953.00,0.15,42683.00,4.00,1867.00,51.00,0.25,4061.00,9.00,0.42,21.00,14855.00,2.19,0.79,101887.00,5801.00,3.23,5335.00,5849.00,0.05,4800.00,0.26,0.12
620.00,-603508.43,9.00,619.00,51.40,140.05,295376.72,-51512.32,0.06,0.78,3.00,0.80,0.0025,1.00,0.26,0.09,48.28,0.48,0.09,1.00,164.59,1.00,79512.00,37700.00,0.13,44604.00,1.00,3840.00,58.00,0.24,5066.00,10.00,0.45,24.00,15405.00,2.84,0.89,100951.00,5923.00,6.36,4783.00,6560.00,0.05,5899.00,0.29,0.08
621.00,-408617.85,4.00,620.00,190.34,685.31,1008480.09,1498209.84,0.03,0.73,3.30,1.40,0.0024,0.67,0.22,0.06,55.53,0.40,0.09,2.00,175.33,1.00,155249.00,53278.00,0.18,27295.00,4.00,1822.00,51.00,0.18,5115.00,2.00,0.47,17.00,13669.00,2.96,0.81,119509.00,6169.00,5.07,5878.00,5934.00,0.05,5155.00,0.25,0.07
622.00,-445530.11,4.00,621.00,326.54,925.30,559811.42,671423.90,0.01,0.89,2.50,1.50,0.0027,0.31,0.25,0.09,47.81,0.36,0.07,3.00,172.32,1.00,104972.00,75221.00,0.11,56540.00,5.00,2576.00,48.00,0.27,5422.00,8.00,0.40,21.00,14900.00,2.09,0.69,88119.00,7083.00,7.07,5529.00,5956.00,0.05,3963.00,0.21,0.10
623.00,31734.86,4.00,622.00,623.66,1386.74,1062664.65,3570154.86,0.02,0.91,2.80,1.10,0.0025,0.50,0.24,0.17,62.60,0.43,0.09,5.00,158.40,1.00,123114.00,37379.00,0.14,39511.00,5.00,2546.00,56.00,0.34,4862.00,9.00,0.49,18.00,13408.00,1.63,0.64,87398.00,5530.00,4.70,4488.00,6233.00,0.06,5460.00,0.33,0.12
624.00,-160494.64,4.00,623.00,368.95,669.92,820171.95,3375921.33,0.02,0.89,4.40,0.90,0.0023,0.67,0.35,0.12,52.49,0.67,0.09,3.00,142.58,1.00,116698.00,49987.00,0.14,53413.00,3.00,1801.00,56.00,0.27,5130.00,16.00,0.44,17.00,15655.00,2.18,0.77,118510.00,5670.00,5.36,5140.00,4534.00,0.05,3598.00,0.23,0.15
625.00,-98170.09,4.00,624.00,301.23,870.16,1234273.48,3198695.72,0.03,0.88,3.60,1.40,0.0023,0.67,0.22,0.12,49.35,0.48,0.13,2.00,136.80,1.00,108945.00,54778.00,0.16,33204.00,3.00,3529.00,59.00,0.33,4441.00,11.00,0.53,18.00,15764.00,2.57,0.85,73135.00,7141.00,8.17,5365.00,5242.00,0.05,4642.00,0.23,0.08
626.00,-317444.10,4.00,625.00,287.57,608.08,958447.04,3380065.82,0.04,0.75,3.40,1.00,0.0026,0.78,0.28,0.14,44.14,0.56,0.14,3.00,144.46,1.00,96120.00,74678.00,0.11,30994.00,4.00,3263.00,52.00,0.27,4902.00,6.00,0.67,9.00,15780.00,1.41,0.74,90384.00,6146.00,4.51,4998.00,5596.00,0.06,4577.00,0.28,0.14
627.00,-457103.98,4.00,626.00,230.76,607.05,575543.35,1079345.22,0.02,0.86,3.10,1.20,0.0025,0.53,0.29,0.07,52.95,0.37,0.09,4.00,167.37,1.00,84209.00,53560.00,0.20,59541.00,4.00,1158.00,49.00,0.26,4552.00,7.00,0.45,22.00,15061.00,2.86,0.73,101564.00,5788.00,4.60,4169.00,5644.00,0.05,4367.00,0.33,0.10
628.00,-807515.17,9.00,627.00,-39.94,-90.93,-256014.47,-2385770.85,0.06,0.52,3.40,1.10,0.0026,1.06,0.30,0.10,50.07,0.39,0.11,0.00,149.24,1.00,66598.00,52918.00,0.15,48635.00,3.00,265.00,41.00,0.22,5046.00,14.00,0.58,13.00,16066.00,1.77,0.79,81375.00,6313.00,3.70,4097.00,6921.00,0.06,5744.00,0.16,0.11
629.00,-99567.23,4.00,628.00,556.63,1097.93,936338.84,3905240.04,0.02,0.89,3.10,1.00,0.0023,0.59,0.28,0.16,53.19,0.52,0.08,6.00,156.13,1.00,92026.00,46541.00,0.13,48014.00,5.00,2984.00,57.00,0.27,4465.00,10.00,0.53,19.00,15428.00,2.30,0.74,100124.00,6358.00,6.78,5418.00,6162.00,0.05,5875.00,0.23,0.07
630.00,-470518.11,5.00,629.00,112.83,265.45,628314.07,1681527.39,0.05,0.80,3.00,1.40,0.0023,1.02,0.28,0.11,52.12,0.38,0.10,2.00,172.19,1.00,67327.00,55424.00,0.16,25858.00,4.00,550.00,60.00,0.26,5067.00,13.00,0.43,13.00,15367.00,2.32,0.80,103351.00,6441.00,3.44,4303.00,7031.00,0.06,4813.00,0.27,0.13
631.00,88336.20,4.00,630.00,268.69,692.94,1596333.24,5356026.65,0.05,0.79,3.40,1.50,0.0025,0.89,0.20,0.18,52.15,0.48,0.10,3.00,148.85,1.00,115135.00,39352.00,0.17,27584.00,3.00,2360.00,50.00,0.24,5547.00,12.00,0.50,13.00,16294.00,1.26,0.73,99412.00,5775.00,6.85,3620.00,5278.00,0.05,6423.00,0.16,0.11
632.00,-57833.26,4.00,631.00,398.21,976.91,1127319.18,3570825.62,0.02,0.76,2.90,1.70,0.0026,0.56,0.25,0.13,58.65,0.42,0.10,5.00,153.34,1.00,106790.00,51934.00,0.19,52740.00,4.00,2760.00,40.00,0.15,4989.00,8.00,0.35,18.00,14989.00,2.55,0.85,80394.00,5804.00,7.58,4579.00,5790.00,0.05,5072.00,0.27,0.09
