,NPV,BE,Cash_Burn,Net_Con,CLV,Tot_CLV,EV,EV_Rev,MKTSH,Margin,Teach,Signup,Signup_CAGR,Ret,Buy_Class,Buy_Class_CAGR,Class_Price,Course_Cost,Users_Per_Mod,Users_Per_Mod_CAGR,Mod_Cost,Seat_Class,Seat_Class_CAGR,Class_Per_Inst,Misc,E_Dev,E_Course,E_Mod,E_Instr,E_IT,E_Staff,E_Market,E_BizDev,E_Other,E_Total
632.00,117735.01,4.00,386656.49,442.05,1437.73,1949681.24,5243111.31,3744229.67,0.03,0.85,3.00,0.30,0.59,0.21,0.52,0.12,158.23,1159.00,56.00,0.28,5703.00,13.00,0.40,16.00,5324.00,105000.00,9835.74,60041.18,94872.00,2973.18,399304.00,183591.00,60000.00,65689.66,981306.76
633.00,576983.14,3.00,364270.53,409.55,1645.47,4404508.91,10546395.38,5966840.84,0.06,0.82,3.50,0.30,0.86,0.17,0.53,0.10,160.18,2995.00,48.00,0.21,4885.00,9.00,0.49,19.00,3816.00,97500.00,12459.20,35172.00,61800.00,1303.59,193800.00,130234.65,25000.00,36710.19,593979.63
634.00,368950.46,4.00,369967.17,495.31,1409.59,2462258.76,8077912.36,5081423.59,0.04,0.80,3.80,0.29,0.67,0.24,0.63,0.09,177.13,2425.00,58.00,0.27,5178.00,11.00,0.46,10.00,5150.00,105000.00,20579.52,65499.63,205968.00,3819.59,399304.00,184284.27,60000.00,72777.24,1117232.26
635.00,457371.77,3.00,355875.92,509.54,1657.26,3035449.13,8792062.43,4996058.95,0.04,0.86,3.40,0.31,0.68,0.21,0.48,0.13,186.56,3070.00,62.00,0.22,5261.00,12.00,0.59,11.00,3932.00,97500.00,12771.20,26936.32,61800.00,1186.60,193800.00,130135.12,25000.00,36972.68,586101.92
636.00,360573.02,4.00,360021.42,441.52,1507.82,2910298.92,7844376.53,4624877.62,0.04,0.87,3.10,0.31,0.73,0.20,0.61,0.09,142.72,4048.00,39.00,0.28,4060.00,10.00,0.65,20.00,4650.00,105000.00,34352.95,64362.37,94872.00,3703.98,399304.00,184192.05,60000.00,66464.72,1012252.07
637.00,-371793.62,4.00,490374.93,334.53,1038.57,669942.05,908018.06,2095782.60,0.01,0.89,3.30,0.30,0.25,0.22,0.47,0.08,134.97,4120.00,49.00,0.25,5112.00,9.00,0.49,22.00,5066.00,105000.00,34963.97,48290.00,78648.00,2238.11,399304.00,182869.17,60000.00,59156.52,970469.75
638.00,989333.16,3.00,336138.81,501.30,2014.07,5855100.69,14517202.35,7288581.27,0.07,0.84,3.00,0.30,0.96,0.17,0.74,0.09,142.62,2707.00,38.00,0.23,4983.00,11.00,0.49,27.00,4664.00,97500.00,11261.12,35877.60,46200.00,1397.86,193800.00,130122.57,25000.00,39163.87,580323.02
639.00,-510343.37,5.00,557801.06,241.44,568.63,345271.49,172593.62,1872839.70,0.02,0.87,2.40,0.29,0.36,0.29,0.38,0.08,123.37,3561.00,43.00,0.27,5497.00,8.00,0.50,17.00,5709.00,112500.00,46242.63,82843.75,112393.92,3426.99,613028.16,231522.14,105000.00,82539.15,1389496.74
640.00,-449279.90,4.00,511037.89,333.47,1035.29,490781.08,335252.28,1851824.51,0.01,0.90,2.70,0.30,0.18,0.22,0.50,0.11,107.69,3063.00,58.00,0.21,4847.00,12.00,0.40,17.00,4328.00,105000.00,25993.84,35697.19,78648.00,1905.18,399304.00,182421.50,60000.00,54468.03,943437.74
641.00,-86373.23,4.00,432762.52,433.46,1287.20,1299885.18,3419890.17,3047206.89,0.02,0.86,3.20,0.30,0.45,0.23,0.51,0.14,144.21,2363.00,42.00,0.19,4169.00,9.00,0.57,20.00,5214.00,105000.00,20053.36,57245.37,94872.00,2763.18,399304.00,183334.15,60000.00,63267.63,985839.70
642.00,-213426.55,4.00,492532.64,358.94,817.20,904606.81,2937774.35,2947845.28,0.03,0.84,1.90,0.31,0.65,0.30,0.50,0.12,133.73,2838.00,42.00,0.32,4813.00,11.00,0.43,16.00,6011.00,105000.00,24084.40,50671.26,94872.00,2251.00,399304.00,183039.89,60000.00,62564.40,981786.96
643.00,54538.57,4.00,393573.74,408.64,1213.50,1611065.05,4527029.70,3387616.16,0.03,0.88,3.40,0.29,0.57,0.23,0.63,0.08,130.12,2911.00,62.00,0.22,4653.00,11.00,0.47,24.00,3977.00,105000.00,24703.91,48986.78,94872.00,3254.82,399304.00,183698.46,60000.00,61120.70,980940.67
644.00,67815.45,4.00,478724.06,304.14,944.23,2142573.31,6134210.67,4376519.36,0.05,0.80,3.30,0.30,0.82,0.22,0.44,0.08,157.22,2216.00,46.00,0.27,4156.00,11.00,0.72,6.00,3453.00,105000.00,18805.86,61562.00,189744.00,3418.18,399304.00,184524.48,60000.00,60314.06,1082672.58
645.00,81438.33,4.00,421016.59,347.97,914.10,1632314.27,5420814.55,3765386.66,0.04,0.86,3.10,0.30,0.74,0.26,0.47,0.12,130.13,1821.00,53.00,0.26,4127.00,17.00,0.51,13.00,4573.00,105000.00,15453.73,52204.90,94872.00,3181.86,399304.00,184105.48,60000.00,61334.84,975456.81
646.00,-332976.83,4.00,485266.30,312.38,1066.78,849922.53,1329430.35,2157287.43,0.02,0.91,2.40,0.29,0.42,0.20,0.42,0.08,128.68,2838.00,47.00,0.32,5463.00,15.00,0.53,23.00,4804.00,105000.00,24084.40,51605.68,46824.00,1941.75,399304.00,182706.88,60000.00,56467.30,927934.01
647.00,1164172.25,3.00,317264.56,636.11,1498.18,3635874.50,15505830.13,7267145.66,0.06,0.88,3.10,0.29,0.93,0.29,0.71,0.09,179.84,2178.00,61.00,0.24,5489.00,11.00,0.57,17.00,4385.00,97500.00,9060.48,22614.68,61800.00,1305.63,193800.00,130090.12,25000.00,39558.76,580729.67
648.00,-37151.31,4.00,404582.03,408.89,1034.36,1188709.51,3746309.57,3092044.73,0.02,0.88,3.80,0.30,0.48,0.27,0.52,0.13,130.55,2710.00,59.00,0.22,5578.00,13.00,0.57,18.00,3273.00,105000.00,22998.14,58725.18,78648.00,3146.06,399304.00,183791.31,60000.00,57796.08,969408.78
649.00,-156153.63,4.00,508564.16,296.50,698.32,1125423.00,3810469.37,3858858.27,0.04,0.72,3.10,0.31,0.69,0.29,0.55,0.11,134.76,2579.00,37.00,0.25,5508.00,8.00,0.42,15.00,4945.00,105000.00,21886.43,87317.22,174144.00,3318.98,399304.00,184066.68,60000.00,64313.39,1099350.69
650.00,183307.26,4.00,465047.47,349.99,824.30,1891300.27,7306071.39,5255607.55,0.05,0.74,3.60,0.32,0.80,0.29,0.49,0.10,171.27,3399.00,47.00,0.26,4965.00,9.00,0.46,10.00,3775.00,105000.00,28845.27,78709.15,237792.00,3910.74,399304.00,184983.26,60000.00,66101.72,1164646.14
651.00,-92925.30,4.00,447599.21,285.28,1082.48,1813560.66,3819625.61,3280586.85,0.04,0.84,2.50,0.30,0.73,0.18,0.34,0.09,168.34,2529.00,41.00,0.21,5213.00,14.00,0.48,25.00,4471.00,105000.00,21462.11,77219.13,46824.00,2473.41,399304.00,183606.28,60000.00,58640.96,954529.88
652.00,86058.78,4.00,397917.63,406.60,925.71,1340007.28,5050815.39,3618617.40,0.04,0.86,2.70,0.30,0.70,0.30,0.53,0.11,141.34,2291.00,47.00,0.16,4407.00,18.00,0.51,22.00,5072.00,105000.00,19442.34,60513.40,63048.00,2881.19,399304.00,183679.13,60000.00,63124.24,956992.30
653.00,1243492.66,3.00,309280.66,576.33,2186.88,6098041.47,16169508.03,7547828.20,0.05,0.87,4.10,0.30,0.83,0.18,0.68,0.12,152.44,2807.00,48.00,0.28,4832.00,11.00,0.52,25.00,6002.00,97500.00,11677.12,34790.40,46200.00,1640.78,193800.00,130416.86,25000.00,43443.58,584468.74
654.00,44831.95,4.00,419686.43,320.92,644.69,1186637.67,5130633.96,4405016.13,0.04,0.72,2.80,0.31,0.81,0.34,0.53,0.09,160.59,658.00,49.00,0.17,5262.00,8.00,0.28,19.00,5083.00,105000.00,5584.05,72253.57,142920.00,3209.50,399304.00,184191.10,60000.00,66151.19,1038613.42
655.00,674791.33,3.00,360743.99,356.74,1218.31,4006166.86,11440333.60,6130769.17,0.06,0.84,4.10,0.30,0.93,0.20,0.45,0.13,140.04,1315.00,53.00,0.24,5528.00,14.00,0.40,28.00,4954.00,97500.00,5470.40,39801.60,46200.00,1413.64,193800.00,130489.35,25000.00,38413.48,578088.47
656.00,37768.95,4.00,411370.92,391.59,1028.70,1448237.02,4702540.03,3635693.51,0.03,0.83,2.80,0.31,0.64,0.26,0.54,0.12,139.14,1220.00,53.00,0.21,5431.00,9.00,0.43,23.00,4991.00,105000.00,10353.41,63051.74,94872.00,3017.65,399304.00,183689.30,60000.00,63487.91,982776.00
657.00,-403695.60,4.00,477564.91,359.83,1293.51,581810.35,449364.89,1806649.04,0.01,0.93,2.50,0.29,0.17,0.19,0.33,0.11,157.65,1688.00,57.00,0.19,4731.00,9.00,0.49,21.00,5569.00,105000.00,14325.04,29922.63,46824.00,1508.82,399304.00,182250.77,60000.00,57684.69,896819.95
658.00,-130972.07,4.00,443513.58,384.85,1194.81,1300478.46,3196434.20,2894574.24,0.03,0.88,2.60,0.29,0.55,0.22,0.44,0.11,154.79,2577.00,59.00,0.22,4708.00,9.00,0.50,22.00,5486.00,105000.00,21869.45,39765.65,78648.00,2328.19,399304.00,183124.92,60000.00,61883.35,951923.55
659.00,-58535.04,4.00,441209.11,322.86,760.41,1151885.70,3976807.32,3291655.37,0.03,0.85,3.30,0.28,0.69,0.29,0.35,0.12,165.69,1849.00,58.00,0.31,5889.00,13.00,0.40,16.00,4305.00,105000.00,15691.35,61999.39,78648.00,2628.95,399304.00,183867.87,60000.00,59023.96,966163.53
660.00,-4995.39,4.00,459021.97,269.00,592.68,1292676.23,4979860.96,3674497.15,0.05,0.85,2.70,0.30,0.91,0.31,0.38,0.09,136.60,2377.00,49.00,0.30,4876.00,10.00,0.63,19.00,5423.00,105000.00,20172.17,61679.45,78648.00,2896.95,399304.00,184287.05,60000.00,62015.23,974002.85
661.00,127938.28,4.00,437041.84,338.96,964.63,2020004.27,6287185.86,4330240.66,0.06,0.82,2.40,0.30,0.89,0.24,0.42,0.11,158.88,3532.00,59.00,0.25,5313.00,9.00,0.42,19.00,4643.00,105000.00,29973.96,56368.80,94872.00,2867.06,399304.00,183959.45,60000.00,61680.54,994025.82
662.00,69849.15,4.00,391661.00,451.57,1542.13,1894324.65,4712263.07,3493033.03,0.02,0.86,3.90,0.30,0.46,0.20,0.54,0.14,140.62,2103.00,45.00,0.23,5194.00,9.00,0.72,18.00,4803.00,105000.00,17846.90,71319.85,94872.00,3361.49,399304.00,183790.65,60000.00,64760.52,1000255.41
663.00,-154595.31,4.00,475334.27,325.44,889.11,1186968.47,3312193.71,3147102.01,0.03,0.83,3.00,0.31,0.59,0.25,0.53,0.08,134.20,3372.00,56.00,0.28,5215.00,7.00,0.51,19.00,5411.00,105000.00,28616.14,54903.52,126696.00,2957.35,399304.00,183692.14,60000.00,63705.76,1024874.91
664.00,335171.87,4.00,415655.62,258.01,550.70,1997184.93,8713409.71,5343514.59,0.08,0.81,3.10,0.31,1.13,0.32,0.34,0.12,140.26,2656.00,66.00,0.33,5168.00,12.00,0.30,21.00,4944.00,105000.00,22539.88,54830.41,94872.00,3722.98,399304.00,185575.66,60000.00,63453.06,989297.99
665.00,-12893.50,4.00,488228.71,288.69,788.72,1713409.13,5319353.96,4106560.71,0.06,0.80,2.60,0.30,0.89,0.25,0.47,0.10,129.56,4573.00,58.00,0.25,4759.00,9.00,0.55,14.00,6415.00,105000.00,38808.31,50491.09,126696.00,3126.29,399304.00,184137.60,60000.00,66662.68,1034225.96
666.00,166253.94,4.00,429667.54,351.50,1200.41,2475584.02,6528769.81,4402091.94,0.04,0.82,3.40,0.30,0.75,0.20,0.51,0.14,122.80,2270.00,36.00,0.26,4942.00,11.00,0.54,21.00,4746.00,105000.00,19264.13,94174.75,94872.00,3699.00,399304.00,184374.56,60000.00,63898.85,1024587.29
667.00,949034.92,3.00,316548.14,634.72,1667.38,3443560.08,12997004.62,6212631.60,0.05,0.90,3.30,0.29,0.81,0.26,0.73,0.10,162.89,1660.00,53.00,0.31,5041.00,16.00,0.49,19.00,5130.00,97500.00,6905.60,31052.56,46200.00,1344.66,193800.00,130085.86,25000.00,40707.71,572596.39
668.00,-185168.88,4.00,486734.78,319.87,1040.36,1367562.55,3183764.25,3396925.81,0.03,0.76,2.90,0.31,0.57,0.21,0.51,0.10,151.76,2965.00,48.00,0.19,5591.00,11.00,0.33,13.00,4418.00,105000.00,25162.18,76771.14,142920.00,2892.98,399304.00,183564.41,60000.00,61655.76,1057270.47
669.00,77240.00,4.00,398347.57,351.82,889.98,1472889.48,5001356.72,3739888.94,0.04,0.83,3.50,0.32,0.64,0.27,0.48,0.11,142.21,1773.00,54.00,0.24,5392.00,11.00,0.38,24.00,4877.00,105000.00,15046.39,68206.64,94872.00,3422.26,399304.00,184329.80,60000.00,64372.07,994553.16
670.00,469683.11,4.00,378718.02,334.18,992.38,2977754.87,9512180.49,5439320.60,0.06,0.83,3.90,0.32,0.88,0.23,0.46,0.09,147.53,2604.00,47.00,0.34,6106.00,12.00,0.51,18.00,4301.00,105000.00,22098.59,103401.45,111096.00,4378.28,399304.00,185570.40,60000.00,66705.56,1057554.28
671.00,11844.27,4.00,425635.48,469.39,822.04,936997.78,4500062.35,3543761.26,0.02,0.83,3.80,0.30,0.54,0.39,0.71,0.11,132.36,1798.00,57.00,0.24,5078.00,5.00,0.57,25.00,6000.00,105000.00,15258.55,53461.18,173520.00,3542.85,399304.00,183981.17,60000.00,69988.38,1064056.13
672.00,-174124.81,4.00,459767.47,301.69,664.70,889873.22,3000372.59,2975706.31,0.04,0.84,2.20,0.29,0.74,0.31,0.43,0.12,127.78,2740.00,48.00,0.23,4773.00,15.00,0.39,18.00,3097.00,105000.00,23252.74,45477.14,63048.00,2306.42,399304.00,183302.07,60000.00,52738.41,934428.78
673.00,-31543.35,4.00,470641.99,251.83,819.05,1874363.24,4860353.25,4049998.86,0.05,0.77,3.10,0.30,0.84,0.21,0.32,0.13,157.29,2627.00,42.00,0.27,5117.00,11.00,0.37,15.00,4852.00,105000.00,22293.77,81118.78,94872.00,3051.72,399304.00,184420.24,60000.00,61531.24,1011591.75
674.00,-135494.81,4.00,449399.43,438.31,1301.63,1249646.22,3266661.68,3171989.38,0.03,0.81,2.40,0.29,0.52,0.23,0.60,0.11,155.31,1738.00,48.00,0.22,5158.00,5.00,0.46,23.00,4892.00,105000.00,14749.36,49145.42,126696.00,2456.20,399304.00,182927.55,60000.00,62265.87,1002544.40
675.00,453592.01,3.00,337629.00,520.18,1691.87,2765324.92,7976759.69,4451542.49,0.04,0.90,3.30,0.30,0.65,0.21,0.64,0.08,159.75,1360.00,57.00,0.22,5041.00,13.00,0.52,28.00,5357.00,97500.00,5657.60,31052.56,46200.00,1238.90,193800.00,130036.72,25000.00,40011.81,570497.59
676.00,-215570.80,4.00,483011.21,227.61,597.92,999701.37,2759843.93,3020977.60,0.04,0.81,3.50,0.30,0.67,0.26,0.38,0.07,138.23,2205.00,48.00,0.26,5412.00,8.00,0.51,19.00,5253.00,105000.00,18712.51,74313.25,94872.00,2948.56,399304.00,184190.31,60000.00,61633.67,1000974.30
677.00,89827.40,4.00,446847.66,349.24,954.15,1828809.15,5938303.46,4399681.58,0.04,0.78,3.10,0.30,0.77,0.25,0.50,0.12,145.74,1903.00,53.00,0.26,4766.00,9.00,0.46,13.00,4907.00,105000.00,16149.62,60287.99,157920.00,3357.18,399304.00,184198.41,60000.00,64867.28,1051084.48
678.00,-115646.36,4.00,477615.30,400.58,1013.33,1263326.16,4009715.13,3534618.12,0.04,0.80,2.00,0.29,0.71,0.27,0.49,0.13,161.20,3703.00,55.00,0.20,5506.00,7.00,0.42,18.00,4714.00,105000.00,31425.14,52461.17,111096.00,2303.44,399304.00,183082.32,60000.00,60427.17,1005099.23
679.00,672842.08,3.00,362497.77,515.27,1599.70,3627818.39,11350156.35,5957603.44,0.06,0.86,2.60,0.31,0.88,0.22,0.59,0.09,178.48,3077.00,44.00,0.30,5202.00,9.00,0.65,16.00,4284.00,97500.00,12800.32,32044.32,61800.00,1126.77,193800.00,129982.53,25000.00,37639.23,591693.17
680.00,-85829.73,4.00,495713.55,229.86,784.99,1901601.63,4584089.89,4130340.45,0.05,0.74,3.20,0.32,0.82,0.20,0.41,0.09,137.24,3741.00,44.00,0.30,4940.00,7.00,0.37,19.00,4600.00,105000.00,31747.62,78312.83,142920.00,3525.74,399304.00,184699.21,60000.00,62302.00,1067811.41
681.00,-288035.59,4.00,483733.16,227.80,598.43,770081.73,1845185.47,2597287.50,0.03,0.82,2.60,0.29,0.65,0.26,0.30,0.09,159.34,1677.00,62.00,0.25,4954.00,13.00,0.34,12.00,5397.00,105000.00,14231.69,41843.47,78648.00,2132.74,399304.00,183372.87,60000.00,59184.22,943716.99
682.00,146186.36,4.00,372109.53,469.13,1068.06,1451845.30,5558077.85,3704004.91,0.03,0.89,2.80,0.30,0.66,0.30,0.64,0.11,130.53,3041.00,49.00,0.19,4256.00,17.00,0.52,22.00,4231.00,105000.00,25807.14,53836.70,63048.00,3127.01,399304.00,183643.38,60000.00,61713.76,955479.99
683.00,350817.39,4.00,384815.79,375.67,1166.30,2730212.22,8238716.23,5053910.86,0.05,0.82,3.10,0.31,0.84,0.22,0.55,0.11,135.88,1695.00,43.00,0.23,5394.00,11.00,0.52,22.00,6109.00,105000.00,14384.45,91344.15,94872.00,3838.66,399304.00,184549.02,60000.00,70348.87,1023641.15
684.00,499159.72,3.00,348487.26,441.74,1436.72,3115126.18,9005794.19,5150920.45,0.04,0.85,3.70,0.32,0.72,0.21,0.50,0.11,167.29,3814.00,57.00,0.26,5600.00,9.00,0.48,25.00,4920.00,97500.00,15866.24,34496.00,46200.00,1339.94,193800.00,130313.15,25000.00,39240.32,583755.65
685.00,-230759.05,4.00,446090.85,435.34,1749.06,1212718.58,1932052.23,2446765.99,0.02,0.88,2.40,0.32,0.30,0.17,0.50,0.14,140.88,2599.00,50.00,0.25,5235.00,12.00,0.44,22.00,4207.00,105000.00,22056.15,49451.90,63048.00,2190.59,399304.00,182654.18,60000.00,57211.60,940916.42
686.00,-47859.39,4.00,412049.15,442.94,1315.37,1338830.65,3560474.03,2955505.20,0.03,0.90,2.70,0.30,0.50,0.23,0.52,0.09,158.18,2405.00,59.00,0.33,5162.00,13.00,0.55,18.00,5138.00,105000.00,20409.79,43600.32,78648.00,2500.64,399304.00,183153.66,60000.00,62531.47,955147.87
687.00,169215.41,4.00,403397.76,389.92,1210.55,2133543.47,6107292.44,4203341.11,0.03,0.83,4.00,0.30,0.63,0.22,0.54,0.11,142.83,2722.00,39.00,0.25,6681.00,12.00,0.57,23.00,4943.00,105000.00,23099.98,113138.73,94872.00,3797.37,399304.00,184420.27,60000.00,67136.37,1050768.71
688.00,462552.45,4.00,403921.20,281.34,800.68,2977163.08,9901367.41,5732803.57,0.07,0.82,3.80,0.31,1.03,0.24,0.30,0.10,184.55,3424.00,57.00,0.34,5358.00,7.00,0.50,20.00,5557.00,105000.00,29057.43,79366.98,111096.00,3963.54,399304.00,185926.14,60000.00,68604.34,1042318.43
689.00,16398.16,4.00,418191.75,466.47,1327.51,1539835.14,4505947.44,3585767.03,0.03,0.83,2.90,0.31,0.53,0.24,0.69,0.11,136.33,3167.00,58.00,0.13,5210.00,10.00,0.49,18.00,4455.00,105000.00,26876.43,60486.02,126696.00,3201.32,399304.00,183453.50,60000.00,63774.48,1028791.73
690.00,400623.63,4.00,372493.82,414.72,976.77,2157787.98,8598487.64,5054361.95,0.05,0.84,3.20,0.29,0.87,0.29,0.48,0.12,160.18,2521.00,48.00,0.17,4590.00,12.00,0.46,23.00,5668.00,105000.00,21394.21,67990.75,94872.00,3440.36,399304.00,184470.16,60000.00,68663.01,1005134.50
691.00,-293699.61,4.00,498141.30,331.83,1030.21,959798.97,1983985.37,2701068.00,0.02,0.81,2.70,0.29,0.47,0.22,0.52,0.09,145.32,2852.00,51.00,0.27,5370.00,9.00,0.47,13.00,5089.00,105000.00,24203.21,50727.17,126696.00,2372.39,399304.00,182995.26,60000.00,60927.80,1012225.83
692.00,-298008.87,4.00,467207.49,325.77,618.08,498539.98,1527525.94,2366077.76,0.02,0.86,2.50,0.30,0.49,0.36,0.48,0.09,136.81,1771.00,57.00,0.26,4661.00,13.00,0.22,19.00,5427.00,105000.00,15029.41,39368.67,78648.00,2120.68,399304.00,183002.61,60000.00,60044.18,942517.55
693.00,478722.51,3.00,360331.82,415.64,1013.88,2411719.64,9345215.25,5183812.55,0.06,0.87,3.00,0.31,0.89,0.28,0.58,0.09,141.34,3339.00,46.00,0.24,4558.00,12.00,0.64,22.00,4780.00,97500.00,13890.24,28077.28,46200.00,1225.44,193800.00,130130.12,25000.00,37858.80,573681.88
694.00,943795.67,3.00,338885.71,493.25,1464.76,4093181.37,13682542.21,6772303.18,0.06,0.86,3.10,0.31,0.94,0.23,0.62,0.09,161.17,2013.00,47.00,0.20,5239.00,13.00,0.63,19.00,5677.00,97500.00,8374.08,37720.80,46200.00,1331.20,193800.00,130196.25,25000.00,41140.01,581262.35
695.00,-208963.51,4.00,438582.67,402.78,1146.26,910144.41,2201705.11,2550063.62,0.02,0.87,2.10,0.28,0.49,0.24,0.57,0.09,139.78,992.00,62.00,0.23,4280.00,14.00,0.44,13.00,5396.00,105000.00,8418.51,27070.14,78648.00,2037.77,399304.00,182604.09,60000.00,60428.31,923510.82
696.00,177413.75,4.00,464170.01,212.76,660.54,2539736.09,7350020.18,5272368.98,0.07,0.75,4.40,0.30,1.00,0.22,0.51,0.06,106.58,4221.00,48.00,0.32,4759.00,9.00,0.41,20.00,4872.00,105000.00,35821.09,85738.14,159144.00,5021.65,399304.00,186215.63,60000.00,66473.59,1102718.11
697.00,-10796.11,4.00,466250.73,335.61,1041.94,1841969.30,5064390.95,4114797.47,0.04,0.77,2.80,0.28,0.78,0.22,0.50,0.10,154.06,2818.00,56.00,0.18,4794.00,9.00,0.49,11.00,3634.00,105000.00,23914.68,50862.42,157920.00,2948.72,399304.00,183756.79,60000.00,59530.99,1043237.60
698.00,138444.46,4.00,423943.06,291.19,828.70,1978872.39,6141250.88,4079950.83,0.05,0.86,3.40,0.31,0.83,0.24,0.34,0.13,142.70,3023.00,54.00,0.21,4877.00,14.00,0.48,28.00,5106.00,105000.00,25654.39,72242.03,63048.00,3363.76,399304.00,184778.90,60000.00,62893.73,976284.80
699.00,-56886.14,4.00,502952.48,314.48,1022.83,2001774.00,5273876.52,4461198.86,0.06,0.73,2.00,0.29,0.91,0.21,0.51,0.12,142.67,3243.00,43.00,0.28,5222.00,6.00,0.45,16.00,4045.00,105000.00,27521.40,55403.33,159144.00,2775.96,399304.00,183550.31,60000.00,59423.10,1052122.10
700.00,465089.16,4.00,436039.42,285.01,1297.78,5019618.70,10608501.31,7184212.37,0.08,0.69,3.40,0.32,1.03,0.15,0.55,0.09,137.51,1865.00,46.00,0.25,5385.00,10.00,0.33,15.00,5377.00,105000.00,15827.14,102840.58,222192.00,4909.20,399304.00,185675.52,60000.00,72745.31,1168493.75
701.00,925906.46,3.00,365559.48,490.55,1080.81,3250032.93,14628748.05,7251452.21,0.07,0.85,2.90,0.29,1.08,0.31,0.53,0.13,165.07,3769.00,43.00,0.20,4681.00,8.00,0.63,25.00,6393.00,97500.00,15679.04,33703.20,46200.00,1153.14,193800.00,130104.63,25000.00,41432.47,584572.48
702.00,808385.24,3.00,365955.05,372.18,1059.19,3938618.17,13679598.67,7231374.29,0.09,0.81,2.90,0.30,1.15,0.24,0.53,0.10,145.03,2118.00,50.00,0.17,5010.00,9.00,0.58,21.00,5423.00,97500.00,8810.88,36072.00,46200.00,1227.17,193800.00,130194.73,25000.00,39100.53,577905.32
703.00,347096.04,3.00,352598.42,421.57,1107.45,2186439.17,7634396.11,4504587.43,0.04,0.88,3.20,0.30,0.78,0.26,0.52,0.08,162.70,3684.00,42.00,0.24,4680.00,13.00,0.58,25.00,5359.00,97500.00,15325.44,33696.00,30600.00,1143.72,193800.00,130084.23,25000.00,39052.64,566202.02
704.00,-363982.23,4.00,554841.80,227.41,706.03,947747.46,1913266.65,2840657.54,0.03,0.77,3.50,0.31,0.53,0.22,0.41,0.08,140.43,3012.00,55.00,0.22,5475.00,4.00,0.59,18.00,4935.00,105000.00,25561.04,69256.56,173520.00,2886.17,399304.00,183859.29,60000.00,61021.17,1080408.23
705.00,263351.60,4.00,363214.00,453.01,1237.64,2016056.36,6689268.63,4246066.41,0.04,0.86,2.90,0.30,0.71,0.25,0.50,0.10,177.25,2275.00,61.00,0.24,5392.00,11.00,0.48,18.00,5744.00,105000.00,19306.56,51374.98,94872.00,3027.18,399304.00,183860.30,60000.00,68362.92,985107.94
706.00,712466.52,3.00,370770.21,324.95,739.82,2946901.56,12632694.32,6606858.76,0.10,0.84,2.90,0.29,1.24,0.30,0.45,0.08,150.24,2750.00,56.00,0.33,5243.00,12.00,0.40,22.00,4062.00,97500.00,11440.00,27053.88,46200.00,1120.94,193800.00,130192.12,25000.00,35582.54,567889.49
707.00,988471.59,3.00,361218.23,552.08,1571.16,4302366.36,15097538.77,7462688.23,0.06,0.84,3.10,0.28,0.99,0.24,0.66,0.09,175.92,3038.00,62.00,0.22,4718.00,8.00,0.61,14.00,4203.00,97500.00,12638.08,19438.16,92400.00,1255.93,193800.00,130073.28,25000.00,38482.72,610588.17
708.00,211184.33,4.00,395926.53,386.53,733.35,1407385.34,6751644.70,4285911.63,0.04,0.85,3.10,0.28,0.86,0.36,0.44,0.12,158.69,1310.00,51.00,0.25,5387.00,17.00,0.45,15.00,4970.00,105000.00,11117.18,68143.40,78648.00,3009.53,399304.00,184223.03,60000.00,63713.72,973158.86
709.00,-81845.06,4.00,423996.16,308.04,701.33,1024683.94,3544190.74,3316941.15,0.03,0.80,3.00,0.29,0.69,0.30,0.46,0.07,159.91,1955.00,39.00,0.17,5436.00,9.00,0.39,33.00,3331.00,105000.00,16590.91,86175.82,63048.00,2729.80,399304.00,183767.29,60000.00,57228.19,973844.01
710.00,-169674.67,4.00,411304.51,477.77,1052.66,722411.69,2169847.27,2491913.00,0.02,0.90,3.10,0.32,0.32,0.31,0.58,0.07,165.03,3423.00,48.00,0.22,5045.00,10.00,0.58,25.00,4708.00,105000.00,29048.95,53113.76,78648.00,2497.48,399304.00,183098.23,60000.00,62110.04,972820.46
711.00,410507.02,4.00,422933.60,415.72,1092.09,2642251.95,9493899.32,5624208.16,0.06,0.81,2.90,0.31,0.90,0.26,0.48,0.13,163.27,4111.00,47.00,0.25,5607.00,6.00,0.63,19.00,3880.00,105000.00,34887.59,83055.37,142920.00,3581.67,399304.00,184565.69,60000.00,64177.47,1077491.79
712.00,127667.15,4.00,399754.64,518.08,1310.56,1620856.50,5642164.52,3871760.63,0.03,0.85,2.20,0.31,0.65,0.27,0.74,0.07,155.90,2225.00,56.00,0.31,4867.00,10.00,0.53,13.00,5500.00,105000.00,18882.24,41108.63,141696.00,2905.79,399304.00,183265.83,60000.00,67502.04,1019664.53
713.00,-161381.75,4.00,486581.23,297.65,968.08,1443611.88,3433897.29,3510054.59,0.03,0.76,3.20,0.31,0.60,0.21,0.51,0.09,144.93,2930.00,40.00,0.25,5360.00,7.00,0.41,19.00,4964.00,105000.00,24865.15,84971.01,142920.00,3152.68,399304.00,183865.26,60000.00,63903.39,1067981.48
